title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
dismoi oui,1995,alexandre arcady,france,6420,comedie,20595.0,162869,107900.4,6,493755,142,-1.0,2.6,"[""Jean-Hugues Anglade"", ""Julia Maraval"", ""Patrick Braoudé"", ""Nadia Farès""]",6690000.0,"[""francais""]",84242.0,0.0
fous direne,2000,peter farrelly,etatsunis,7020,comedie,20902.0,383417,100684.0,3,802456,485,3.8,3.2,"[""Jim Carrey"", ""Renée Zellweger"", ""Chris Cooper"", ""Anthony Anderson""]",51000000.0,"[""anglais""]",99809.0,0.0
alita battle angel,2019,robert rodriguez,etatsunis,7260,science fiction,128501.0,782778,625373.0,3,2033168,519,3.4,4.2,"[""Rosa Salazar"", ""Christoph Waltz"", ""Jennifer Connelly"", ""Mahershala Ali""]",200000000.0,"[""anglais"", ""espagnol""]",150080.0,0.0
la priere,2018,cedric kahn,france,6420,drame,12650.0,86676,65440.0,9,223486,197,3.7,3.7,"[""Anthony Bajon"", ""Damien Chapelle"", ""Alex Brendemühl"", ""Louise Grinberg""]",16106000.0,"[""francais""]",146078.0,2.0
bolero 2024,2024,anne fontaine,france,7200,drame,23332.0,177724,139379.0,3,352959,511,,,,27426000.0,,,
le nouveau monde 1995,1995,alain corneau,france,7500,drame,76704.29752953813,85080,378094.05652680655,10,155103,155,,,,224575553.58251366,,,
lhomme irrationnel,2015,woody allen,etatsunis,5760,comedie,43645.0,354687,273891.0,4,942780,310,3.7,3.6,"[""Joaquin Phoenix"", ""Emma Stone"", ""Parker Posey"", ""Jamie Blackley""]",17718000.0,"[""anglais""]",143281.0,0.0
un long dimanche de fiancailles,2004,jeanpierre jeunet,france,8040,drame,220821.0,1618337,1207504.0,1,4454783,707,4.1,3.6,"[""Audrey Tautou"", ""Gaspard Ulliel"", ""Dominique Pinon"", ""Clovis Cornillac""]",47000000.0,"[""francais"", ""allemand""]",109062.0,6.0
la boite noire,2005,richard berry,france,5400,drame,33960.0,235194,202260.0,4,477444,306,3.0,2.4,"[""José Garcia"", ""Marion Cotillard"", ""Michel Duchaussoy"", ""Bernard Le Coq""]",8390000.0,"[""francais""]",111220.0,0.0
un autre monde,2022,stephane brize,france,5760,drame,37055.0,195408,156799.0,8,490408,256,4.1,4.0,"[""Vincent Lindon"", ""Sandrine Kiberlain"", ""Anthony Bajon"", ""Marie Drucker""]",502938000.0,"[""francais""]",152267.0,0.0
