title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
un crime au paradis,2001,jean becker,france,5400,comedie,74478.0,520797,431766.0,3,2137829,347,2.9,3.1,"[""Jacques Villeret"", ""Josiane Balasko"", ""André Dussollier"", ""Suzanne Flon""]",1188000000.0,"[""""]",99824.0,0.0
ceux qui maiment prendront le train,1998,patrice chereau,france,7380,drame,76704.29752953813,76785,378094.05652680655,5,511875,150,-1.0,3.0,"[""Charles Berling"", ""Pascal Greggory"", ""Valeria Bruni Tedeschi"", ""Bruno Todeschini""]",224575553.58251366,"[""francais""]",89207.0,3.0
terminator renaissance,2009,mcg,etatsunis,6840,science fiction,134602.0,756323,639515.0,1,1560211,752,2.7,3.3,"[""Christian Bale"", ""Sam Worthington"", ""Anton Yelchin"", ""Bryce Dallas Howard""]",200000000.0,"[""anglais""]",-1.0,0.0
le daim,2019,quentin dupieux,france,4620,comedie,22275.0,94460,72641.0,6,213649,313,3.8,3.1,"[""Jean Dujardin"", ""Adèle Haenel"", ""Albert Delpy"", ""Pierre Gommé""]",29524000.0,"[""francais""]",148597.0,0.0
lile aux chiens,2018,wes anderson,grandebretagne,6060,animation,19583.0,139267,109245.0,8,400227,172,4.1,4.2,[],39600000.0,"[""anglais"", ""japonais""]",148312.0,2.0
mon beaupere et moi,2000,jay roach,etatsunis,6420,romance,107345.0,618811,558684.0,2,1843354,465,,,,66400000.0,,,
vie sauvage,2014,cedric kahn,france,6360,comedie dramatique,12086.0,76114,60115.0,16,185708,158,3.9,3.6,"[""Mathieu Kassovitz"", ""Céline Sallette"", ""Romain Depret"", ""Jules Ritmanic""]",9260000.0,"[""francais""]",136006.0,1.0
les aventures de tintin le secret de la licorne,2011,steven spielberg,etatsunis,6420,aventure action,491540.0,3158313,2248976.0,1,5309485,850,3.5,3.7,"[""Jamie Bell"", ""Andy Serkis"", ""Daniel Craig"", ""Nick Frost""]",135000000.0,"[""anglais""]",129891.0,5.0
lucky you,2007,curtis hanson,etatsunis,7440,drame,8123.0,56342,45090.0,9,90783,188,2.6,2.2,"[""Eric Bana"", ""Drew Barrymore"", ""Robert Duvall"", ""Debra Messing""]",98200000.0,"[""anglais""]",117951.0,0.0
pretaporter,1994,robert altman,etatsunis,7920,comedie,76704.29752953813,310634,378094.05652680655,3,812982,200,,,,224575553.58251366,,,
self control,2003,peter segal,etatsunis,6060,comedie,17439.0,130676,132576.0,4,204323,521,2.6,2.5,"[""Adam Sandler"", ""Jack Nicholson"", ""Marisa Tomei"", ""Heather Graham""]",5600000.0,"[""anglais""]",-1.0,0.0
notredame brule,2022,jeanjacques annaud,france,6600,drame,41089.0,388293,267924.0,2,814706,752,3.5,3.8,"[""Samuel Labarthe"", ""Jean-Paul Bordes"", ""Mikaël Chirinian"", ""Jérémie Laheurte""]",35478000.0,"[""francais""]",153770.0,0.0
13 hours,2016,michael bay,etatsunis,8640,guerre,8450.0,66792,53026.0,12,106570,141,3.0,3.8,"[""John Krasinski"", ""James Badge Dale"", ""Max Martini"", ""Pablo Schreiber""]",180400000.0,"[""anglais""]",143694.0,0.0
comme ty es belle,2006,lisa azuelos,france,5100,comedie,42012.0,340551,271153.0,3,1066999,311,3.0,2.5,"[""Michèle Laroque"", ""Aure Atika"", ""Valérie Benguigui"", ""Thierry Neuvic""]",6200000.0,"[""francais""]",108069.0,0.0
les flingueuses,2013,paul feig,etatsunis,7020,comedie,21283.0,151684,115948.0,9,252830,271,2.3,2.9,"[""Sandra Bullock"", ""Melissa McCarthy"", ""Demian Bichir"", ""Marlon Wayans""]",34924000.0,"[""anglais""]",136464.0,0.0
django unchained,2012,quentin tarantino,etatsunis,9900,western,139966.0,1128810,929096.0,1,4303569,610,,,,341400000.0,,,
le pont des espions,2015,steven spielberg,etatsunis,7920,thriller,33587.0,289000,233041.0,5,971125,352,3.9,4.0,"[""Tom Hanks"", ""Mark Rylance"", ""Scott Shepherd (II)"", ""Amy Ryan""]",72313754.0,"[""anglais""]",143183.0,2.0
pas sur la bouche,2003,alain resnais,france,6900,comedie,27681.0,210091,130162.2,5,642963,308,4.2,2.5,"[""Sabine Azéma"", ""Isabelle Nanty"", ""Audrey Tautou"", ""Pierre Arditi""]",11200000.0,"[""francais""]",107754.0,4.0
profil bas,1993,claude zidi,france,6540,thriller,76704.29752953813,207865,378094.05652680655,3,624472,228,-1.0,2.4,"[""Patrick Bruel"", ""Didier Bezace"", ""Jean Yanne"", ""Jean-Pierre Castaldi""]",224575553.58251366,"[""francais""]",82582.0,0.0
une rencontre,2014,lisa azuelos,france,4860,romance,37348.0,236994,189299.0,5,446718,344,2.7,2.8,"[""Sophie Marceau"", ""François Cluzet"", ""Lisa Azuelos"", ""Alexandre Astier""]",518938000.0,"[""francais""]",135909.0,0.0
des mains en or,2023,isabelle mergault,france,5400,comedie,18300.0,109081,84068.0,6,269849,425,2.2,3.1,"[""Lambert Wilson"", ""Josiane Balasko"", ""Sylvie Testud"", ""Béatrice Facquer""]",45520000.0,"[""francais""]",141295.0,0.0
otage,2005,florent emilio siri,etatsunis,6780,aventure action,52734.0,251849,206046.0,3,723881,391,-1.0,3.0,"[""Minas Hatzisavvas"", ""Arto Apartian""]",54400000.0,"[""grec""]",-1.0,0.0
otage,2005,florent emilio siri,etatsunis,6780,aventure action,52734.0,251849,206046.0,3,723881,391,2.9,3.2,"[""Bruce Willis"", ""Kevin Pollak"", ""Ben Foster"", ""Jonathan Tucker""]",55000000.0,"[""anglais""]",111739.0,0.0
les trois royaumes,2008,john woo,chine,8760,aventure action,28221.0,246290,199337.0,5,503457,336,,,,115440000.0,,,
le pharaon le sauvage et la princesse,2022,michel ocelot,france,4980,animation,43138.0,109408,76638.0,11,464974,335,3.7,3.8,[],31136000.0,"[""francais""]",-1.0,0.0
treize a la douzaine,2003,shawn levy,etatsunis,5940,film familial,20033.0,151521,116412.4,9,291859,248,,,,39400000.0,,,
neverland,2004,marc foster,etatsunis,6060,drame,33317.0,211042,170118.0,5,500734,264,,,,225400000.0,,,
marius et jeannette,1997,robert guediguian,france,6120,comedie,76704.29752953813,267686,378094.05652680655,4,2655205,227,-1.0,3.0,"[""Gérard Meylan"", ""Ariane Ascaride"", ""Pascale Roberts"", ""Jacques Boudet""]",224575553.58251366,"[""francais""]",90148.0,2.0
equalizer 3,2023,antoine fuqua,etatsunis,6540,aventure action,73583.0,378764,328504.0,1,907220,511,,,,73200000.0,,,
rollerball 2002,2002,john mctiernan,etatsunis,5940,aventure action,21630.0,198744,142501.0,8,314076,358,,,,29524000.0,,,
stargate,1994,roland emmerich,etatsunis,7140,science fiction,76704.29752953813,634006,378094.05652680655,1,2698444,262,,,,224575553.58251366,,,
arsene lupin,2004,jeanpaul salome,france,7800,aventure action,57499.0,444610,383700.0,3,1184240,599,3.1,1.8,"[""Romain Duris"", ""Kristin Scott Thomas"", ""Pascal Greggory"", ""Eva Green""]",21610000.0,"[""francais""]",103514.0,0.0
aline,2021,valerie lemercier,france,7380,comedie dramatique,122671.0,595211,506868.0,1,1318562,692,4.1,3.7,"[""Valérie Lemercier"", ""Sylvain Marcel"", ""Danielle Fichaud"", ""Roc LaFortune""]",105600000.0,"[""francais""]",150571.0,1.0
dalton trumbo,2015,jay roach,etatsunis,7440,drame,7907.0,57651,47731.0,10,141814,92,,,,102000000.0,,,
lart du mensonge,2019,bill condon,etatsunis,6600,drame,10712.0,66229,54764.0,16,105205,178,,,,90154000.0,,,
thalasso,2019,guillaume nicloux,france,5580,comedie dramatique,5949.0,36800,27072.0,16,88904,120,3.4,2.9,"[""Gérard Depardieu"", ""Michel Houellebecq"", ""Maxime Lefrancois"", ""Mathieu Nicourt""]",26000000.0,"[""francais""]",149873.0,0.0
in her shoes,2005,curtis hanson,etatsunis,7800,drame,18393.0,142353,122519.0,7,234760,315,3.2,2.8,"[""Cameron Diaz"", ""Toni Collette"", ""Shirley MacLaine"", ""Mark Feuerstein""]",36120000.0,"[""anglais""]",113532.0,0.0
sicko,2007,michael moore,etatsunis,7380,documentaire,14821.0,94458,74001.0,3,258142,207,2.8,3.5,"[""Michael Moore"", ""George W. Bush"", ""Hillary Clinton"", ""Richard Nixon""]",94200000.0,"[""anglais""]",118835.0,1.0
mesrine lennemi public n1,2008,jeanfrancois richet,france,7800,thriller,123231.0,740223,619842.0,1,1522976,500,3.9,4.0,"[""Vincent Cassel"", ""Ludivine Sagnier"", ""Mathieu Amalric"", ""Gérard Lanvin""]",20000000.0,"[""francais""]",116594.0,7.0
voyez comme on danse,2018,michel blanc,france,5280,comedie,32723.0,226289,183076.0,4,444170,348,3.1,3.1,"[""Jacques Dutronc"", ""Charlotte Rampling"", ""Karin Viard"", ""Carole Bouquet""]",41600000.0,"[""francais""]",147225.0,0.0
the score,2001,frank oz,etatsunis,7380,aventure action,53035.0,271668,214065.0,2,756096,349,3.2,3.0,"[""Robert De Niro"", ""Edward Norton"", ""Marlon Brando"", ""Angela Bassett""]",68000000.0,"[""anglais"", ""francais""]",-1.0,0.0
gabrielle,2005,patrice chereau,france,5400,drame,15817.0,103731,107927.6,7,226263,130,3.4,2.2,"[""Isabelle Huppert"", ""Pascal Greggory"", ""Claudia Coli"", ""Thierry Hancisse""]",5320000.0,"[""francais""]",110197.0,4.0
la cite des enfants perdus,1995,jeanpierre jeunet,france,6720,fantasy,26084.8,274499,138525.2,1,1304898,248,-1.0,3.8,"[""Ron Perlman"", ""Daniel Emilfork"", ""Dominique Pinon"", ""Jean-Claude Dreyfus""]",18000000.0,"[""cantonais"", ""francais""]",81374.0,1.0
le voyage de chihiro,2001,hayao miyazaki,japon,7320,animation,40473.0,311037,242450.0,4,1436845,257,,,,330136000.0,,,
empire of light,2022,sam mendes,etatsunis,7140,romance,18362.0,107051,86671.0,8,292523,212,,,,41520000.0,,,
16 ans,2023,philippe lioret,france,5640,drame,10040.0,41119,34065.0,12,64701,254,,,,92400000.0,,,
a bord du darjeeling limited,2007,wes anderson,etatsunis,6420,comedie,15634.0,155971,112651.0,6,565603,135,,,,116864000.0,,,
absolom 2022,1994,martin campbell,etatsunis,7080,science fiction,76704.29752953813,164757,378094.05652680655,3,444430,252,-1.0,2.5,"[""Ray Liotta"", ""Stuart Wilson"", ""Kevin Dillon"", ""Lance Henriksen""]",224575553.58251366,"[""anglais""]",85936.0,0.0
tout sur ma mere,1999,pedro almodovar,espagne,6000,drame,37715.0,314417,225932.0,2,2018846,161,3.8,3.9,"[""Cecilia Roth"", ""Marisa Paredes"", ""Candela Peña"", ""Antonia San Juan""]",501738000.0,"[""espagnol""]",95242.0,6.0
creed lheritage de rocky balboa,2015,ryan coogler,etatsunis,7980,drame,97271.0,644093,561075.0,1,1633655,450,,,,64400000.0,,,
birdman,2014,alejandro gonzalez inarritu,etatsunis,7140,comedie,38032.0,263105,215973.0,9,662003,159,,,,501004000.0,,,
monsieur n,2003,antoine de caunes,france,7200,aventure action,21794.0,116340,118842.8,8,200511,290,3.2,2.8,"[""Philippe Torreton"", ""Richard E. Grant"", ""Jay Rodan"", ""Elsa Zylberstein""]",16620000.0,"[""francais""]",104704.0,0.0
iron man,2008,jon favreau,etatsunis,7800,comicbook,186781.0,866316,774306.0,1,2040037,667,3.4,4.0,"[""Robert Downey Jr."", ""Terrence Howard"", ""Gwyneth Paltrow"", ""Jeff Bridges""]",75000000.0,"[""anglais""]",119820.0,0.0
rock,1996,michael bay,etatsunis,8160,aventure action,76704.29752953813,523200,378094.05652680655,1,1894549,479,,,,224575553.58251366,,,
les 7 mercenaires 2016,2016,antoine fuqua,etatsunis,7980,western,39315.0,287584,247815.0,2,631947,407,,,,17222000.0,,,
malcolm x,1992,spike lee,etatsunis,12060,drame,76704.29752953813,138929,378094.05652680655,6,594984,67,,,,224575553.58251366,,,
avatar rep 2022,2022,james cameron,etatsunis,9600,science fiction,39856.0,335359,287027.0,1,564979,344,,,,214336000.0,,,
la lecon de piano,1993,jane campion,australie,7260,drame,15640.4,232172,94391.2,4,2633996,84,-1.0,4.1,"[""Holly Hunter"", ""Harvey Keitel"", ""Sam Neill"", ""Anna Paquin""]",7000000.0,"[""anglais""]",82604.0,10.0
le discours,2021,laurent tirard,france,5280,comedie,22305.0,121740,96204.0,3,338331,624,3.3,3.4,"[""Benjamin Lavernhe"", ""Sara Giraudeau"", ""Julia Piaton"", ""Kyan Khojandi""]",132124000.0,"[""francais""]",151393.0,1.0
brothers,2009,jim sheridan,etatsunis,6600,drame,17420.0,151186,120767.0,10,321913,186,,,,38520000.0,,,
bis,2015,dominique farrugia,france,5880,comedie,112064.0,602462,483779.0,3,1512945,519,3.2,2.7,"[""Franck Dubosc"", ""Kad Merad"", ""Alexandra Lamy"", ""Gérard Darmon""]",68712000.0,"[""francais""]",131667.0,0.0
madame doubtfire,1993,chris columbus,etatsunis,7500,film familial,76704.29752953813,837487,378094.05652680655,1,5025829,366,,,,224575553.58251366,,,
le gout des autres,2000,agnes jaoui,france,6720,comedie,102586.0,711458,572672.0,1,3859151,315,4.2,3.7,"[""Jean-Pierre Bacri"", ""Gérard Lanvin"", ""Alain Chabat"", ""Agnès Jaoui""]",71726000.0,"[""francais""]",96415.0,6.0
aquaman et le royaume perdu,2023,james wan,etatsunis,6900,comicbook,93494.0,552105,377963.0,2,2079674,663,1.7,2.5,"[""Jason Momoa"", ""Patrick Wilson"", ""Amber Heard"", ""Yahya Abdul-Mateen II""]",112600000.0,"[""anglais""]",160860.0,0.0
matthias maxime,2019,xavier dolan,canada,7140,drame,18939.0,87310,68261.0,13,180439,176,3.3,3.4,"[""Gabriel D&#039;Almeida Freitas"", ""Xavier Dolan"", ""Pier-Luc Funk"", ""Samuel Gauthier""]",46400000.0,"[""anglais"", ""francais""]",150884.0,0.0
kundun,1997,martin scorsese,etatsunis,8220,drame,76704.29752953813,151711,378094.05652680655,4,536497,121,,,,224575553.58251366,,,
intimite,2001,patrice chereau,france,7200,drame,17908.0,126407,100359.0,9,397306,169,4.1,3.4,"[""Mark Rylance"", ""Kerry Fox"", ""Timothy Spall"", ""Alastair Galbraith""]",41520000.0,"[""francais""]",-1.0,4.0
stay,2005,marc foster,etatsunis,6000,thriller,18330.0,101633,87013.0,7,160853,178,,,,41520000.0,,,
lancelot,1995,jerry zucker,etatsunis,7920,aventure action,76704.29752953813,464781,378094.05652680655,1,1607297,377,,,,224575553.58251366,,,
la nuit du 12,2022,dominik moll,france,6840,thriller,13850.0,96667,71709.0,9,545295,199,4.4,4.0,"[""Bastien Bouillon"", ""Bouli Lanners"", ""Théo Cholbi"", ""Johann Dionnet""]",190600000.0,"[""francais""]",155927.0,8.0
dracula mort et heureux de letre,1995,mel brooks,etatsunis,5700,comedie,52783.6,148554,222027.2,5,343417,220,-1.0,2.4,"[""Leslie Nielsen"", ""Peter MacNicol"", ""Steven Weber"", ""Amy Yasbeck""]",30000000.0,"[""anglais""]",-1.0,0.0
pirates des caraibes le secret du coffre maudit,2006,gore verbinski,etatsunis,9000,aventure action,693303.0,2708112,2239707.0,1,6657405,750,3.5,3.9,"[""Johnny Depp"", ""Orlando Bloom"", ""Keira Knightley"", ""Bill Nighy""]",225000000.0,"[""anglais"", ""francais"", ""grec"", ""mandarin"", ""turc""]",115595.0,8.0
novembre,2022,cedric jimenez,france,6000,thriller,100953.0,592681,501243.0,1,2393484,661,3.5,4.1,"[""Jean Dujardin"", ""Anaïs Demoustier"", ""Sandrine Kiberlain"", ""Jérémie Renier""]",41720000.0,"[""francais""]",-1.0,0.0
lolita,1998,adrian lyne,etatsunis,8220,drame,76704.29752953813,101032,378094.05652680655,9,211342,162,-1.0,3.2,"[""Jeremy Irons"", ""Melanie Griffith"", ""Dominique Swain"", ""Frank Langella""]",224575553.58251366,"[""anglais""]",92635.0,0.0
the suicide squad,2021,james gunn,etatsunis,7920,comicbook,45224.0,256516,194466.0,3,714782,478,3.7,3.3,"[""Margot Robbie"", ""Idris Elba"", ""John Cena"", ""Daniela Melchior""]",175160000.0,"[""anglais""]",-1.0,0.0
et lhomme crea la femme,2004,frank oz,etatsunis,5580,comedie,26974.0,165836,150503.0,6,291089,299,2.4,1.9,"[""Nicole Kidman"", ""Matthew Broderick"", ""Bette Midler"", ""Jon Lovitz""]",167070000.0,"[""anglais""]",110806.0,0.0
ghosts of mars,2001,john carpenter,etatsunis,6000,science fiction,31176.0,203781,174118.0,2,409296,287,3.4,2.1,"[""Natasha Henstridge"", ""Ice Cube"", ""Jason Statham"", ""Pam Grier""]",28000000.0,"[""anglais""]",103091.0,0.0
ace ventura,1994,tom shadyac,etatsunis,5400,comedie,76704.29752953813,178126,378094.05652680655,2,646400,272,,,,224575553.58251366,,,
amen,2002,costagavras,france,7800,drame,39560.0,307342,244808.0,5,1319719,191,3.4,3.6,"[""Ulrich Tukur"", ""Mathieu Kassovitz"", ""Ulrich Mühe"", ""Marcel Iures""]",1575000000.0,"[""anglais""]",101305.0,2.0
carrement a louest,2001,jacques doillon,france,5820,comedie dramatique,2850.0,19380,15040.0,16,54479,90,3.7,2.1,"[""Lou Doillon"", ""Guillaume Saurrel"", ""Caroline Ducey"", ""Camille Clavel""]",14640000.0,"[""francais""]",99591.0,0.0
three days to kill,2014,mcg,etatsunis,7020,aventure action,35921.0,186899,153674.0,6,301677,471,,,,689594000.0,,,
les noces funebres,2005,tim burton,etatsunis,4500,animation,70526.0,506716,384575.0,2,1384877,427,4.2,4.0,[],40000000.0,"[""anglais""]",113868.0,2.0
holy lola,2004,bertrand tavernier,france,7680,drame,23114.0,159434,127078.0,4,428792,213,3.9,3.1,"[""Isabelle Carré"", ""Jacques Gamblin"", ""Bruno Putzulu"", ""Maria Pitarresi""]",529000000.0,"[""francais""]",106379.0,0.0
che largentin,2008,steven soderbergh,etatsunis,7500,drame,31591.0,234589,196233.0,3,547445,380,,,,132200000.0,,,
road trip,2000,todd phillips,etatsunis,5640,comedie,25571.0,220143,91646.0,4,445933,380,3.1,2.7,"[""Tom Green"", ""Breckin Meyer"", ""Seann William Scott"", ""Amy Smart""]",28620000.0,"[""anglais""]",100405.0,0.0
jurassic world fallen kingdom,2018,juan antonio bayona,etatsunis,7740,aventure action,272170.0,1396911,1206692.0,1,3642158,903,3.3,3.3,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Rafe Spall"", ""Justice Smith""]",117214000.0,"[""anglais""]",148664.0,0.0
therese desqueyroux 2012,2012,claude miller,france,6600,drame,28334.0,228534,172448.0,3,508985,351,,,,129506000.0,,,
les amants passagers,2013,pedro almodovar,espagne,5400,comedie dramatique,38710.0,280394,218455.0,4,535760,286,3.0,2.4,"[""Antonio Banderas"", ""Penélope Cruz"", ""Antonio de la Torre"", ""Hugo Silva""]",494616000.0,"[""espagnol""]",134753.0,0.0
ma femme est une actrice,2001,yvan attal,france,5400,comedie,32496.0,255897,209566.0,1,735139,238,3.8,2.8,"[""Charlotte Gainsbourg"", ""Yvan Attal"", ""Terence Stamp"", ""Noémie Lvovsky""]",41600000.0,"[""anglais"", ""francais""]",-1.0,0.0
hunger games la revolte partie 1,2014,francis lawrence,etatsunis,7500,fantasy,255393.0,1538201,1366380.0,1,3228348,803,,,,99800000.0,,,
le jour dapres,2004,roland emmerich,etatsunis,7440,catastrophe,100600.0,1009004,754082.0,1,2691632,726,2.7,3.3,"[""Jake Gyllenhaal"", ""Dennis Quaid"", ""Emmy Rossum"", ""Sela Ward""]",125000000.0,"[""anglais""]",110188.0,1.0
elle,2016,paul verhoeven,france,7800,thriller,26210.0,213665,161123.0,3,636312,290,4.3,3.4,"[""Isabelle Huppert"", ""Laurent Lafitte"", ""Anne Consigny"", ""Charles Berling""]",158200000.0,"[""anglais"", ""francais""]",140913.0,11.0
proposition indecente,1993,adrian lyne,etatsunis,7020,drame,57129.0,312849,302920.0,1,1323191,264,-1.0,2.6,"[""Robert Redford"", ""Demi Moore"", ""Woody Harrelson"", ""Oliver Platt""]",38000000.0,"[""anglais""]",82609.0,0.0
belle et sebastien,2013,nicolas vanier,france,5880,film familial,62128.0,683604,485298.0,3,3005484,660,2.8,4.0,"[""Félix Bossuet"", ""Tchéky Karyo"", ""Margaux Chatelier"", ""Dimitri Storoge""]",55112000.0,"[""francais""]",133847.0,0.0
harry potter et la chambre des secrets,2002,chris columbus,etatsunis,9000,fantasy,631400.0,2728766,2426543.0,1,9144701,1007,3.8,3.9,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Kenneth Branagh""]",100000000.0,"[""anglais""]",106791.0,0.0
3h10 pour yuma,2007,james mangold,etatsunis,7020,western,13414.0,112959,90660.0,7,185642,214,,,,185000000.0,,,
de battre mon cur sest arrete,2005,jacques audiard,france,6420,drame,25842.0,288919,178641.0,4,1231156,210,4.5,3.7,"[""Romain Duris"", ""Niels Arestrup"", ""Emmanuelle Devos"", ""Linh-Dan Pham""]",53000000.0,"[""francais""]",109961.0,19.0
anges demons,2009,ron howard,etatsunis,8400,thriller,103765.0,805694,680487.0,1,2042698,758,,,,58088000.0,,,
moi cesar 10 ans 12 1m39,2003,richard berry,france,5460,comedie,61898.0,272361,215258.0,4,1054848,330,,,,44200000.0,,,
personal shopper,2016,olivier assayas,france,6300,thriller,8493.0,54203,42015.0,12,90741,145,3.1,2.3,"[""Kristen Stewart"", ""Lars Eidinger"", ""Sigrid Bouaziz"", ""Anders Danielsen Lie""]",14800000.0,"[""anglais""]",142555.0,0.0
champagne,2022,nicolas vanier,france,6180,comedie,32008.0,120164,100286.0,3,275849,560,3.0,2.2,"[""Elsa Zylberstein"", ""François-Xavier Demaison"", ""Stéphane De Groodt"", ""Eric Elmosnino""]",28600000.0,"[""francais""]",155044.0,0.0
shrek,2001,andrew adamson,etatsunis,5400,animation,139476.0,939597,755827.0,1,4181039,669,4.3,4.2,[],60000000.0,"[""anglais""]",102881.0,2.0
twilight chapitre 4 revelation,2011,bill condon,etatsunis,7020,fantasy,466063.0,2018771,1809216.0,2,3638210,759,,,,156000000.0,,,
only you,1994,norman jewison,etatsunis,6900,romance,76704.29752953813,30011,378094.05652680655,11,49453,72,,,,224575553.58251366,,,
terre neuve,2001,lasse hallstrom,etatsunis,6720,drame,76704.29752953813,56630,378094.05652680655,10,78691,165,,,,224575553.58251366,,,
le bon numero,2000,nora ephron,etatsunis,6300,comedie,4481.2,30543,22701.0,12,35117,-1,,,,18300000.0,,,
casino,1995,martin scorsese,etatsunis,10680,drame,91663.0,558477,432024.6,1,1657908,266,,,,94400000.0,,,
le geant de fer,1999,brad bird,etatsunis,5100,animation,42212.6,24336,305031.8,16,215670,-1,4.0,4.1,[],70000000.0,"[""anglais""]",98355.0,0.0
michou dauber,2007,thomas gilou,france,7440,comedie,49100.0,328476,260551.0,3,977107,359,2.7,3.2,"[""Gérard Depardieu"", ""Nathalie Baye"", ""Mathieu Amalric"", ""Samy Seghir""]",12200000.0,"[""francais""]",113195.0,0.0
le pacificateur,1997,mimi leder,etatsunis,7440,aventure action,87022.6,336220,255075.0,3,692193,363,-1.0,2.1,"[""Aleksandr Kuznetsov (IV)"", ""Nicole Kidman"", ""George Clooney"", ""Marcel Iures""]",50000000.0,"[""bosniaque"", ""anglais"", ""russe"", ""serbe""]",93241.0,0.0
mayday,2023,jeanfrancois richet,etatsunis,6420,aventure action,18013.0,160006,134833.0,4,327287,399,3.3,3.5,"[""Gerard Butler"", ""Mike Colter"", ""Yoson An"", ""Daniella Pineda""]",37720000.0,"[""anglais""]",158626.0,0.0
tombes du ciel,1994,philippe lioret,france,5400,comedie,76704.29752953813,34534,378094.05652680655,11,102391,25,-1.0,2.9,"[""Jean Rochefort"", ""Marisa Paredes"", ""Laura del Sol"", ""Ticky Holgado""]",224575553.58251366,"[""francais""]",77333.0,0.0
girl 6,1996,spike lee,etatsunis,6480,comedie,76704.29752953813,25623,378094.05652680655,9,51897,44,,,,224575553.58251366,,,
bad boys ii,2003,michael bay,etatsunis,8820,aventure action,121901.0,689293,613761.0,1,1942671,671,2.3,2.9,"[""Will Smith"", ""Martin Lawrence"", ""Jordi Mollà"", ""Gabrielle Union""]",130000000.0,"[""anglais""]",107809.0,0.0
docteur t les femmes,2000,robert altman,etatsunis,7380,romance,26782.0,180321,158350.0,8,348922,206,,,,144040000.0,,,
les visiteurs en amerique,2001,jeanmarie poire,france,5700,comedie,116839.0,558531,587041.4,1,1217623,531,3.0,1.0,"[""Jean Reno"", ""Christian Clavier"", ""Christina Applegate"", ""Matt Ross""]",40000000.0,"[""anglais""]",98912.0,0.0
la jeune fille de leau,2006,m night shyamalan,etatsunis,6600,drame,38983.0,240834,188323.0,5,442068,408,2.7,2.4,"[""Jeremy Howard"", ""Paul Giamatti"", ""Bryce Dallas Howard"", ""Jeffrey Wright""]",55000000.0,"[""anglais""]",-1.0,2.0
le hobbit la bataille des cinq armees,2014,peter jackson,etatsunis,8640,fantasy,281925.0,1789196,1553657.0,1,4848676,914,3.6,4.0,"[""Martin Freeman"", ""Richard Armitage"", ""Evangeline Lilly"", ""Lee Pace""]",250000000.0,"[""anglais""]",141007.0,0.0
queen and country,2015,john boorman,grandebretagne,6900,comedie dramatique,5245.0,34012,27577.0,18,82108,90,3.6,3.1,"[""Callum Turner"", ""Caleb Landry Jones"", ""David Thewlis"", ""Tamsin Egerton""]",26000000.0,"[""anglais""]",138158.0,0.0
big mamma,2000,raja gosnell,etatsunis,6000,comedie,54330.0,311941,249435.0,2,844399,363,2.7,2.0,"[""Martin Lawrence"", ""Nia Long"", ""Paul Giamatti"", ""Jascha Washington""]",30000000.0,"[""anglais""]",100103.0,0.0
hercule,1997,ron clements,etatsunis,5460,animation,129162.0,749436,598373.2,1,4406679,603,-1.0,3.7,[],110218000.0,"[""anglais"", ""espagnol""]",92879.0,0.0
jack reacher,2012,christopher mcquarrie,etatsunis,7860,aventure action,110049.0,642306,675084.2,3,1410051,544,,,,88000000.0,,,
belfast,2021,kenneth branagh,grandebretagne,5880,drame,11697.0,80551,63985.0,7,262277,209,,,,18154000.0,,,
jungle cruise,2021,jaume colletserra,etatsunis,7620,aventure action,43384.0,284681,208548.0,2,803499,538,3.2,3.3,"[""Emily Blunt"", ""Dwayne Johnson"", ""Jesse Plemons"", ""Jack Whitehall""]",129680000.0,"[""anglais""]",-1.0,0.0
monster,2003,patty jenkins,etatsunis,6660,drame,18705.0,148510,106442.8,10,325063,161,,,,82800000.0,,,
fair game 2010,2010,doug liman,etatsunis,6360,thriller,12298.0,117377,97897.0,11,199195,193,,,,10460000.0,,,
signes,2002,m night shyamalan,etatsunis,6300,thriller,101685.0,718188,625907.0,1,2059812,699,3.4,3.2,"[""Mel Gibson"", ""Joaquin Phoenix"", ""Rory Culkin"", ""Abigail Breslin""]",70000000.0,"[""anglais""]",106368.0,0.0
gemma bovery,2014,anne fontaine,france,5940,comedie,37663.0,231154,179614.0,1,571268,353,3.4,3.3,"[""Gemma Arterton"", ""Fabrice Luchini"", ""Jason Flemyng"", ""Isabelle Candelier""]",491198000.0,"[""anglais"", ""francais""]",133265.0,0.0
en corps,2022,cedric klapisch,france,7200,comedie dramatique,49397.0,332971,267924.0,3,1400714,413,-1.0,-1.0,[],314800000.0,"[""francais""]",-1.0,0.0
en corps,2022,cedric klapisch,france,7200,comedie dramatique,49397.0,332971,267924.0,3,1400714,413,3.4,4.1,"[""Marion Barbeau"", ""Hofesh Shechter"", ""Denis Podalydès"", ""Muriel Robin""]",314800000.0,"[""francais""]",153499.0,0.0
a couteaux tires,1997,lee tamahori,etatsunis,7080,aventure action,76704.29752953813,37005,378094.05652680655,10,56469,79,,,,224575553.58251366,,,
